[<_MainThread(MainThread, started 37472)>]
stream closed? idk girl
Listening (audio thread)...
         340212 function calls (315214 primitive calls) in 22.181 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 socket.py:100(_intenum_converter)
        1    0.000    0.000    0.000    0.000 google.py:128(OutputParser)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:518(_get_protocol_attrs)
        1    0.000    0.000    0.000    0.000 winterm.py:45(set_attrs)
        1    0.000    0.000    0.000    0.000 ansitowin32.py:16(StreamWrapper)
        1    0.000    0.000    0.000    0.000 user_agent.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _compat.py:78(_FixupStream)
        1    0.000    0.000    0.000    0.000 converters.py:127(NumberConverter)
        2    0.000    0.000    0.000    0.000 __init__.py:634(__init__)
        1    0.000    0.000    0.000    0.000 _functools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 abc.py:28(__getattr__)
        3    0.000    0.000    0.000    0.000 compiler.py:82(_make_unop)
        1    0.000    0.000    0.000    0.000 _utilities.py:12(Symbol)
        1    0.000    0.000    0.000    0.000 exceptions.py:53(TemplatesNotFound)
        1    0.000    0.000    0.000    0.000 lexer.py:254(Failure)
        1    0.000    0.000    0.000    0.000 {built-in method atexit.unregister}
        1    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
        7    0.000    0.000    0.000    0.000 typing.py:3047(<lambda>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1487(IPv4Network)
        1    0.000    0.000    0.000    0.000 numbers.py:292(Rational)
        1    0.000    0.000    0.000    0.000 pickle.py:194(_Framer)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1367(StructuredVoidFormat)
        3    0.000    0.000    0.000    0.000 _internal.py:698(<lambda>)
        1    0.000    0.000    0.000    0.000 threading.py:445(Semaphore)
        4    0.000    0.000    0.000    0.000 core.py:3417(dtype)
        1    0.000    0.000    0.000    0.000 extras.py:1655(__init__)
        1    0.000    0.000    0.000    0.000 ssl.py:227(_TLSMessageType)
        1    0.000    0.000    0.000    0.000 selectors.py:290(SelectSelector)
        1    0.000    0.000    0.000    0.000 selectors.py:206(_BaseSelectorImpl)
        1    0.000    0.000    0.000    0.000 sounddevice.py:1254(RawOutputStream)
        1    0.000    0.000    0.000    0.000 types.py:551(FloatRange)
        1    0.000    0.000    0.000    0.000 ctx.py:287(RequestContext)
        1    0.000    0.000    0.000    0.000 __init__.py:779(_SharedFile)
        1    0.000    0.000    0.000    0.000 nodes.py:655(Dict)
        1    0.000    0.000    0.000    0.000 visitor.py:16(NodeVisitor)
        1    0.000    0.000    0.000    0.000 compiler.py:252(DependencyFinderVisitor)
        1    0.000    0.000    0.000    0.000 exceptions.py:88(TemplateSyntaxError)
        1    0.000    0.000    0.000    0.000 nodes.py:1094(MarkSafeIfAutoescape)
        1    0.000    0.000    0.000    0.000 nodes.py:319(For)
        1    0.000    0.000    0.000    0.000 signer.py:15(SigningAlgorithm)
        8    0.000    0.000    0.000    0.000 tag.py:69(__init__)
        1    0.000    0.000    0.000    0.000 tag.py:219(TaggedJSONSerializer)
        1    0.000    0.000    0.000    0.000 tag.py:173(TagMarkup)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:288(__subclasshook__)
        8    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'string' of '_cffi_backend.FFI' objects}
        7    0.000    0.000    0.000    0.000 functools.py:973(__set_name__)
        5    0.000    0.000    0.000    0.000 inspect.py:524(isbuiltin)
        2    0.000    0.000    0.000    0.000 numerictypes.py:283(issubclass_)
        3    0.000    0.000    0.000    0.000 __init__.py:129(WinFunctionType)
        5    0.000    0.000    0.000    0.000 _internal.py:648(__bool__)
        1    0.000    0.000    0.000    0.000 _dtype_like.py:71(_DTypeDict)
        1    0.000    0.000    0.000    0.000 _version.py:14(NumpyVersion)
        1    0.000    0.000    0.000    0.000 core.py:2372(_MaskedPrintOption)
        1    0.000    0.000    0.000    0.000 tempfile.py:432(_TemporaryFileCloser)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:697(Protocol)
        1    0.000    0.000    0.000    0.000 dispatcher.py:91(__init__)
        1    0.000    0.000    0.000    0.000 sounddevice.py:1168(RawInputStream)
        1    0.000    0.000    0.000    0.000 server.py:979(CGIHTTPRequestHandler)
        1    0.000    0.000    0.000    0.000 range.py:120(_CallbackProperty)
        1    0.000    0.000    0.000    0.000 socketserver.py:742(BaseRequestHandler)
        1    0.000    0.000    0.000    0.000 mixins.py:172(ImmutableHeadersMixin)
        1    0.000    0.000    0.000    0.000 winterm.py:28(WinTerm)
        1    0.000    0.000    0.000    0.000 __init__.py:125(DeprecatedTuple)
        1    0.000    0.000    0.000    0.000 nodes.py:467(Expr)
        1    0.000    0.000    0.000    0.000 nodes.py:337(If)
        1    0.000    0.000    0.000    0.000 filters.py:1175(_GroupTuple)
        1    0.000    0.000    0.000    0.000 sessions.py:52(SecureCookieSession)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:388(__subclasshook__)
        8    0.000    0.000    0.000    0.000 {method 'isdisjoint' of 'set' objects}
        6    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
        1    0.000    0.000    0.000    0.000 warnings.py:458(__init__)
        6    0.000    0.000    0.000    0.000 _type_aliases.py:92(<genexpr>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2240(IPv6Network)
        1    0.000    0.000    0.000    0.000 getlimits.py:378(finfo)
        3    0.000    0.000    0.000    0.000 __init__.py:509(PYFUNCTYPE)
        1    0.000    0.000    0.000    0.000 threading.py:137(_RLock)
        1    0.000    0.000    0.000    0.000 core.py:6568(__array_finalize__)
        1    0.000    0.000    0.000    0.000 decoder.py:255(JSONDecoder)
        1    0.000    0.000    0.000    0.000 __init__.py:202(AudioFile)
        4    0.000    0.000    0.000    0.000 selectors.py:588(_can_use)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:572(_ProtocolMeta)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:3553(Doc)
        1    0.000    0.000    0.000    0.000 serving.py:96(DechunkedInput)
        2    0.000    0.000    0.000    0.000 decorators.py:27(pass_context)
        7    0.000    0.000    0.000    0.000 map.py:126(merge_slashes)
        1    0.000    0.000    0.000    0.000 nodes.py:490(BinExpr)
        1    0.000    0.000    0.000    0.000 nodes.py:991(And)
        1    0.000    0.000    0.000    0.000 nodes.py:684(Keyword)
        1    0.000    0.000    0.000    0.000 nodes.py:696(CondExpr)
        1    0.000    0.000    0.000    0.000 nodes.py:833(Getitem)
        1    0.000    0.000    0.000    0.000 nodes.py:670(Pair)
        1    0.000    0.000    0.000    0.000 timed.py:170(TimedSerializer)
        1    0.000    0.000    0.000    0.000 tag.py:60(JSONTag)
        5    0.000    0.000    0.000    0.000 core.py:265(re_fix)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath._reload_guard}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1103(_resolve_filename)
        1    0.000    0.000    0.000    0.000 {method 'finditer' of 're.Pattern' objects}
        7    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        2    0.000    0.000    0.000    0.000 typing.py:480(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:420(_from_parsed_parts)
        1    0.000    0.000    0.000    0.000 _globals.py:52(__new__)
        1    0.000    0.000    0.000    0.000 pathlib.py:57(_is_case_sensitive)
        1    0.000    0.000    0.000    0.000 records.py:308(recarray)
        1    0.000    0.000    0.000    0.000 _datasource.py:99(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:265(Condition)
        1    0.000    0.000    0.000    0.000 core.py:6735(_extrema_operation)
        1    0.000    0.000    0.000    0.000 __init__.py:1405(PortableNamedTemporaryFile)
        1    0.000    0.000    0.000    0.000 selectors.py:60(_SelectorMapping)
        1    0.000    0.000    0.000    0.000 __init__.py:174(HTTPMethod)
        1    0.000    0.000    0.000    0.000 selectors.py:341(_PollLikeSelector)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1503(TypeVar)
        2    0.000    0.000    0.000    0.000 __init__.py:1323(append)
        1    0.000    0.000    0.000    0.000 win32.py:23(CONSOLE_SCREEN_BUFFER_INFO)
        4    0.000    0.000    0.000    0.000 range.py:121(__set_name__)
        1    0.000    0.000    0.000    0.000 types.py:594(BoolParamType)
        1    0.000    0.000    0.000    0.000 decorators.py:75(decorator)
        1    0.000    0.000    0.000    0.000 cli.py:794(__init__)
        1    0.000    0.000    0.000    0.000 _adapters.py:81(ChildPath)
        1    0.000    0.000    0.000    0.000 nodes.py:458(AssignBlock)
        1    0.000    0.000    0.000    0.000 nodes.py:347(Macro)
        1    0.000    0.000    0.000    0.000 compiler.py:271(UndeclaredNameVisitor)
        1    0.000    0.000    0.000    0.000 nodes.py:644(List)
        1    0.000    0.000    0.000    0.000 runtime.py:1023(StrictUndefined)
        1    0.000    0.000    0.000    0.000 scaffold.py:486(after_request)
        1    0.000    0.000    0.000    0.000 blueprints.py:18(Blueprint)
        6    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
        1    0.000    0.000    0.000    0.000 warnings.py:505(__exit__)
        1    0.000    0.000    0.000    0.000 _internal.py:801(_fix_names)
        1    0.000    0.000    0.000    0.000 _internal.py:240(_missing_ctypes)
        7    0.000    0.000    0.000    0.000 _internal.py:644(next)
        1    0.000    0.000    0.000    0.000 _internal.py:616(_Stream)
        2    0.000    0.000    0.000    0.000 index_tricks.py:144(__init__)
        1    0.000    0.000    0.000    0.000 _datasource.py:536(Repository)
        1    0.000    0.000    0.000    0.000 threading.py:1155(_wait_for_tstate_lock)
        1    0.000    0.000    0.000    0.000 core.py:8376(_convert2ma)
        1    0.000    0.000    0.000    0.000 request.py:1252(AbstractHTTPHandler)
        1    0.000    0.000    0.000    0.000 calendar.py:330(TextCalendar)
        1    0.000    0.000    0.000    0.000 __init__.py:1293(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1702(addHandler)
        1    0.000    0.000    0.000    0.000 socketserver.py:528(UDPServer)
        1    0.000    0.000    0.000    0.000 formparser.py:133(FormDataParser)
        1    0.000    0.000    0.000    0.000 headers.py:605(EnvironHeaders)
        1    0.000    0.000    0.000    0.000 wsgi.py:286(FileWrapper)
        1    0.000    0.000    0.000    0.000 utils.py:47(cached_property)
        1    0.000    0.000    0.000    0.000 types.py:189(UnprocessedParamType)
        1    0.000    0.000    0.000    0.000 converters.py:18(BaseConverter)
        1    0.000    0.000    0.000    0.000 cli.py:405(AppGroup)
        1    0.000    0.000    0.000    0.000 utils.py:734(Namespace)
        1    0.000    0.000    0.000    0.000 ctx.py:238(AppContext)
        1    0.000    0.000    0.000    0.000 environment.py:1560(TemplateExpression)
        1    0.000    0.000    0.000    0.000 nodes.py:360(CallBlock)
        1    0.000    0.000    0.000    0.000 nodes.py:294(Template)
        1    0.000    0.000    0.000    0.000 nodes.py:898(Concat)
        1    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap>:1171(exec_module)
        2    0.000    0.000    0.000    0.000 <frozen ntpath>:268(basename)
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
        1    0.000    0.000    0.000    0.000 {built-in method _ctypes.byref}
       11    0.000    0.000    0.000    0.000 inspect.py:3089(parameters)
        5    0.000    0.000    0.000    0.000 _inspect.py:143(<lambda>)
        1    0.000    0.000    0.000    0.000 parse.py:854(_Quoter)
        1    0.000    0.000    0.000    0.000 getlimits.py:630(iinfo)
        3    0.000    0.000    0.000    0.000 __init__.py:510(CFunctionType)
        1    0.000    0.000    0.000    0.000 subprocess.py:163(TimeoutExpired)
        2    0.000    0.000    0.000    0.000 core.py:3433(shape)
        1    0.000    0.000    0.000    0.000 subprocess.py:215(Handle)
        1    0.000    0.000    0.000    0.000 tempfile.py:475(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 response.py:14(addbase)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1461(__new__)
        1    0.000    0.000    0.000    0.000 __init__.py:1358(__init__)
        1    0.000    0.000    0.000    0.000 udp_client.py:79(SimpleUDPClient)
        1    0.000    0.000    0.000    0.000 google_cloud.py:18(GoogleCloudRecognizerParameters)
        1    0.000    0.000    0.000    0.000 socketserver.py:788(StreamRequestHandler)
        1    0.000    0.000    0.000    0.000 utils.py:652(ImportStringError)
        1    0.000    0.000    0.000    0.000 wsgi.py:211(ClosingIterator)
        1    0.000    0.000    0.000    0.000 types.py:619(UUIDParameterType)
        1    0.000    0.000    0.000    0.000 exceptions.py:239(BadOptionUsage)
        1    0.000    0.000    0.000    0.000 __init__.py:48(PackageNotFoundError)
        1    0.000    0.000    0.000    0.000 _collections.py:5(FreezableDefaultDict)
        1    0.000    0.000    0.000    0.000 nodes.py:608(TemplateData)
        3    0.000    0.000    0.000    0.000 config.py:23(__init__)
        1    0.000    0.000    0.000    0.000 compiler.py:157(MacroRef)
        1    0.000    0.000    0.000    0.000 cProfile.py:29(Profile)
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
        4    0.000    0.000    0.000    0.000 {method 'count' of 'list' objects}
        1    0.000    0.000    0.000    0.000 _weakrefset.py:85(add)
        9    0.000    0.000    0.000    0.000 _globals.py:58(__repr__)
        1    0.000    0.000    0.000    0.000 memmap.py:22(memmap)
        1    0.000    0.000    0.000    0.000 _internal.py:205(dummy_ctype)
        1    0.000    0.000    0.000    0.000 index_tricks.py:618(ndindex)
        1    0.000    0.000    0.000    0.000 index_tricks.py:109(nd_grid)
        1    0.000    0.000    0.000    0.000 _dtype_like.py:81(_SupportsDType)
        1    0.000    0.000    0.000    0.000 request.py:830(HTTPPasswordMgr)
        1    0.000    0.000    0.000    0.000 wave.py:106(_Chunk)
